Time,Day Type,Season,Work Hours,Outdoor Temp [°C],Humidity [%],Energy Consumption [kW],Lighting [kW],Computers [kW],HVAC [kW],Employees Present
2023-01-04 22:00:00,Weekday,Winter,False,0.6,48.1369411616068,83.2,14.7,16.9,40.0,4
2023-01-04 23:00:00,Weekday,Winter,False,7.9,33.21130949262219,33.4,5.8,8.2,14.5,7
2023-01-05 00:00:00,Weekday,Winter,False,3.9,60.980586433472475,59.7,7.0,14.4,24.8,3
2023-01-05 01:00:00,Weekday,Winter,False,7.0,64.98447716574876,86.2,12.8,19.9,32.6,5
2023-01-05 02:00:00,Weekday,Winter,False,0.0,36.55849577088311,31.6,5.9,7.5,11.3,8
2023-01-05 03:00:00,Weekday,Winter,False,4.8,62.147443948705714,57.2,6.3,17.0,26.1,6
2023-01-05 04:00:00,Weekday,Winter,False,2.7,61.960134192814294,62.4,6.6,16.9,21.2,6
2023-01-05 05:00:00,Weekday,Winter,False,9.2,51.72069486696207,65.3,8.5,15.4,23.0,4
2023-01-05 06:00:00,Weekday,Winter,False,4.1,41.40980768294426,53.6,6.5,15.6,24.7,4
2023-01-05 07:00:00,Weekday,Winter,False,7.5,35.48293421944285,33.2,6.3,7.5,11.9,6
2023-01-05 08:00:00,Weekday,Winter,False,6.1,57.54051812132187,71.1,9.2,19.8,24.1,4
2023-01-05 09:00:00,Weekday,Winter,True,3.4,37.97684128339596,181.2,25.0,41.5,74.9,56
2023-01-05 10:00:00,Weekday,Winter,True,7.9,46.3792596781358,222.4,28.6,55.5,103.9,60
2023-01-05 11:00:00,Weekday,Winter,True,4.7,69.14817395998404,210.2,24.3,61.1,80.9,44
2023-01-05 12:00:00,Weekday,Winter,True,6.5,41.09613320927312,188.3,24.1,54.6,86.9,54
2023-01-05 13:00:00,Weekday,Winter,True,5.8,51.57350616567316,188.8,19.0,51.1,69.9,65
2023-01-05 14:00:00,Weekday,Winter,True,6.2,56.230956418722826,174.5,30.3,37.8,72.1,62
2023-01-05 15:00:00,Weekday,Winter,True,6.3,58.48542057769147,203.7,38.6,50.5,97.2,45
2023-01-05 16:00:00,Weekday,Winter,True,7.1,50.31637713885131,162.7,21.0,39.3,78.5,37
2023-01-05 17:00:00,Weekday,Winter,False,6.5,49.29827437791725,23.6,2.5,6.9,9.4,6
2023-01-05 18:00:00,Weekday,Winter,False,5.3,30.0,73.5,8.8,20.1,31.6,4
2023-01-05 19:00:00,Weekday,Winter,False,6.6,30.0,48.3,5.3,13.8,17.4,6
2023-01-05 20:00:00,Weekday,Winter,False,5.5,41.932325759409025,71.5,11.5,20.2,29.9,4
2023-01-05 21:00:00,Weekday,Winter,False,6.2,58.82065803433574,34.1,6.1,9.0,10.6,6
2023-01-05 22:00:00,Weekday,Winter,False,-5.1,54.04800684398647,62.5,10.1,18.0,29.0,6
2023-01-05 23:00:00,Weekday,Winter,False,0.8,50.96349031480343,46.3,6.0,11.3,22.9,0
2023-01-06 00:00:00,Weekday,Winter,False,7.4,57.346505078650125,30.3,5.1,8.3,9.3,6
2023-01-06 01:00:00,Weekday,Winter,False,5.3,55.37624983990736,37.5,6.7,8.1,12.8,7
2023-01-06 02:00:00,Weekday,Winter,False,0.0,63.2380495654004,39.3,4.9,8.1,18.9,7
2023-01-06 03:00:00,Weekday,Winter,False,4.9,60.28797795925449,67.1,12.8,16.6,24.4,3
2023-01-06 04:00:00,Weekday,Winter,False,5.5,44.65285616957985,55.0,5.5,15.6,25.6,5
2023-01-06 05:00:00,Weekday,Winter,False,8.6,54.221622277106455,92.9,13.1,25.1,29.4,6
2023-01-06 06:00:00,Weekday,Winter,False,5.2,60.726424434467084,62.2,7.3,17.5,22.8,7
2023-01-06 07:00:00,Weekday,Winter,False,8.9,52.64243194363934,31.0,5.4,6.6,11.2,4
2023-01-06 08:00:00,Weekday,Winter,False,6.7,56.38325593250379,19.9,3.6,4.5,9.1,4
2023-01-06 09:00:00,Weekday,Winter,True,4.0,43.534761003099305,237.3,33.0,65.5,110.4,44
2023-01-06 10:00:00,Weekday,Winter,True,2.2,37.17272867013732,187.9,34.8,56.1,83.3,45
2023-01-06 11:00:00,Weekday,Winter,True,4.8,41.80798520288015,200.2,21.3,54.7,98.5,47
2023-01-06 12:00:00,Weekday,Winter,True,6.5,62.00763465633959,175.3,20.8,44.6,59.7,50
2023-01-06 13:00:00,Weekday,Winter,True,8.5,47.10998407994744,197.3,30.3,56.8,63.4,45
2023-01-06 14:00:00,Weekday,Winter,True,5.6,45.11542182526518,219.8,37.4,58.0,85.9,39
2023-01-06 15:00:00,Weekday,Winter,True,5.0,50.06678885712438,254.1,50.4,65.6,107.9,35
2023-01-06 16:00:00,Weekday,Winter,True,-0.6,48.00598765176931,176.9,30.9,48.2,72.0,48
2023-01-06 17:00:00,Weekday,Winter,False,7.6,31.963977783087508,42.2,5.0,11.8,18.9,8
2023-01-06 18:00:00,Weekday,Winter,False,8.2,56.33101471707933,45.7,5.6,9.1,18.7,6
2023-01-06 19:00:00,Weekday,Winter,False,4.0,50.795369063304236,101.3,14.0,29.3,39.8,4
2023-01-06 20:00:00,Weekday,Winter,False,7.2,57.07401640290127,24.7,4.9,6.9,7.5,6
2023-01-06 21:00:00,Weekday,Winter,False,4.1,50.134928643472286,63.0,11.3,18.3,21.3,3
2023-01-06 22:00:00,Weekday,Winter,False,4.5,50.66292498260143,9.5,1.0,2.0,4.2,1
2023-01-06 23:00:00,Weekday,Winter,False,5.2,50.13124233633402,17.5,3.3,4.1,6.7,4
2023-01-07 00:00:00,Weekend,Winter,False,2.4,64.48991146075097,33.5,5.4,7.7,16.2,6
2023-01-07 01:00:00,Weekend,Winter,False,10.5,48.40295318735335,43.0,8.3,12.8,15.7,7
2023-01-07 02:00:00,Weekend,Winter,False,2.2,50.55028295683075,36.8,4.4,8.5,11.9,3
2023-01-07 03:00:00,Weekend,Winter,False,1.9,66.30367025744862,47.3,9.2,11.0,21.0,5
2023-01-07 04:00:00,Weekend,Winter,False,7.3,46.334899351116185,46.0,7.1,13.1,20.0,4
2023-01-07 05:00:00,Weekend,Winter,False,5.6,52.33407523073858,26.4,5.1,5.7,12.3,3
2023-01-07 06:00:00,Weekend,Winter,False,4.4,40.99008518636224,16.0,2.6,3.5,7.1,8
2023-01-07 07:00:00,Weekend,Winter,False,3.7,37.33833241559283,24.9,2.8,5.2,8.8,5
2023-01-07 08:00:00,Weekend,Winter,False,4.5,44.23548992160907,26.5,5.1,7.0,13.1,8
2023-01-07 09:00:00,Weekend,Winter,False,2.5,40.744934716345504,10.9,1.2,3.0,4.6,4
2023-01-07 10:00:00,Weekend,Winter,False,10.9,61.78002875325404,47.5,8.8,11.8,22.1,2
2023-01-07 11:00:00,Weekend,Winter,False,2.0,55.67303132782713,11.3,1.6,2.4,4.8,6
2023-01-07 12:00:00,Weekend,Winter,False,1.6,36.36763013128612,47.3,5.8,13.3,16.4,5
2023-01-07 13:00:00,Weekend,Winter,False,6.0,35.73410724790278,31.1,5.3,8.5,14.6,4
2023-01-07 14:00:00,Weekend,Winter,False,11.0,51.189066656080826,35.7,7.0,7.7,11.0,5
2023-01-07 15:00:00,Weekend,Winter,False,9.8,61.428732340578605,30.8,3.4,8.9,11.7,2
2023-01-07 16:00:00,Weekend,Winter,False,7.8,41.752257834292166,34.8,6.5,7.5,13.6,6
2023-01-07 17:00:00,Weekend,Winter,False,4.9,56.673950011515274,17.9,3.3,5.1,8.6,5
2023-01-07 18:00:00,Weekend,Winter,False,5.5,70.41368480686435,61.2,7.4,13.0,26.9,6
2023-01-07 19:00:00,Weekend,Winter,False,-1.5,62.28710666925461,50.3,8.6,10.7,15.6,4
2023-01-07 20:00:00,Weekend,Winter,False,11.3,67.50209732761138,18.2,2.7,4.9,8.6,4
2023-01-07 21:00:00,Weekend,Winter,False,7.3,59.320061474361935,24.7,4.3,5.7,11.1,6
2023-01-07 22:00:00,Weekend,Winter,False,11.3,38.20657498374465,39.0,4.9,11.1,15.2,5
2023-01-07 23:00:00,Weekend,Winter,False,5.5,54.37886331060001,22.9,3.1,6.0,9.9,4
2023-01-08 00:00:00,Weekend,Winter,False,6.7,47.32372019344817,20.0,2.7,4.1,7.0,4
2023-01-08 01:00:00,Weekend,Winter,False,8.0,51.217436871938915,41.9,6.9,10.9,13.1,3
2023-01-08 02:00:00,Weekend,Winter,False,-1.0,48.88334432589708,30.6,4.4,7.8,13.5,3
2023-01-08 03:00:00,Weekend,Winter,False,4.1,68.762410052015,28.4,5.5,8.0,13.8,6
2023-01-08 04:00:00,Weekend,Winter,False,6.1,51.31544084563733,29.3,5.2,7.4,9.3,5
2023-01-08 05:00:00,Weekend,Winter,False,11.2,46.143535868436125,-0.4,-0.1,-0.1,-0.2,6
2023-01-08 06:00:00,Weekend,Winter,False,8.9,57.36489344965484,68.4,10.5,18.1,33.6,4
2023-01-08 07:00:00,Weekend,Winter,False,7.6,52.33833364580833,15.8,1.9,3.7,6.9,2
2023-01-08 08:00:00,Weekend,Winter,False,5.6,51.900687701265426,13.4,1.9,3.9,6.4,4
2023-01-08 09:00:00,Weekend,Winter,False,4.6,44.81697495272703,-9.2,-1.2,-2.5,-3.7,5
2023-01-08 10:00:00,Weekend,Winter,False,1.3,49.42193744450639,19.6,3.7,5.8,9.6,6
2023-01-08 11:00:00,Weekend,Winter,False,7.6,59.64193167975489,48.4,5.4,13.3,24.0,4
2023-01-08 12:00:00,Weekend,Winter,False,4.2,38.978117716288594,21.1,3.6,5.9,7.4,6
2023-01-08 13:00:00,Weekend,Winter,False,4.2,60.357626918914015,6.2,0.9,1.8,2.1,4
2023-01-08 14:00:00,Weekend,Winter,False,6.4,43.74626863698494,38.8,4.7,9.5,13.3,0
2023-01-08 15:00:00,Weekend,Winter,False,3.5,50.414922682729234,24.8,3.0,5.6,8.5,4
2023-01-08 16:00:00,Weekend,Winter,False,8.7,53.21053622633239,13.7,1.6,3.2,6.0,8
2023-01-08 17:00:00,Weekend,Winter,False,5.0,47.68896835617105,11.6,2.0,3.1,4.9,5
2023-01-08 18:00:00,Weekend,Winter,False,3.3,48.84278523859115,31.1,3.2,8.9,13.7,3
2023-01-08 19:00:00,Weekend,Winter,False,5.2,41.57805299207256,10.4,1.8,2.3,5.1,7
2023-01-08 20:00:00,Weekend,Winter,False,7.2,53.486217992686555,28.4,3.1,7.8,8.7,5
2023-01-08 21:00:00,Weekend,Winter,False,2.9,61.43353339584875,18.4,1.9,5.3,8.6,7
2023-01-08 22:00:00,Weekend,Winter,False,3.7,35.09306041224007,48.3,6.7,11.1,21.3,0
2023-01-08 23:00:00,Weekend,Winter,False,7.2,57.227758461945136,49.6,5.1,13.9,24.8,5
2023-01-09 00:00:00,Weekday,Winter,False,7.5,46.5549822133728,42.5,8.4,10.7,17.9,3
2023-01-09 01:00:00,Weekday,Winter,False,1.3,51.96976043892206,32.9,5.1,9.1,11.9,4
2023-01-09 02:00:00,Weekday,Winter,False,5.8,46.762866895434826,40.8,4.7,10.9,18.8,3
2023-01-09 03:00:00,Weekday,Winter,False,8.3,50.02348537951666,57.5,11.0,15.0,20.1,5
2023-01-09 04:00:00,Weekday,Winter,False,-3.0,38.80798946653519,38.1,6.1,9.9,18.5,6
2023-01-09 05:00:00,Weekday,Winter,False,8.1,68.94549884333823,39.1,4.9,8.1,18.2,7
2023-01-09 06:00:00,Weekday,Winter,False,10.5,35.468616644652755,69.5,7.3,14.2,32.8,6
2023-01-09 07:00:00,Weekday,Winter,False,6.0,50.09248698890586,70.4,13.4,19.4,31.7,2
2023-01-09 08:00:00,Weekday,Winter,False,2.2,38.07720193846495,67.3,13.4,18.0,24.0,4
2023-01-09 09:00:00,Weekday,Winter,True,5.6,54.20689176596722,172.0,31.6,42.2,58.9,56
2023-01-09 10:00:00,Weekday,Winter,True,4.9,32.77164698011545,160.7,30.3,45.2,50.1,51
2023-01-09 11:00:00,Weekday,Winter,True,0.4,53.60135940212206,191.4,32.5,41.7,87.1,51
2023-01-09 12:00:00,Weekday,Winter,True,-1.3,44.501720956757936,200.6,21.6,52.5,72.2,65
2023-01-09 13:00:00,Weekday,Winter,True,1.8,46.74958683188541,184.2,29.0,43.3,76.0,47
2023-01-09 14:00:00,Weekday,Winter,True,-1.2,53.019540600973144,235.2,34.6,47.8,73.7,52
2023-01-09 15:00:00,Weekday,Winter,True,3.3,55.900669701673564,201.6,28.0,46.6,77.5,67
2023-01-09 16:00:00,Weekday,Winter,True,2.3,58.166351741505295,203.7,28.0,56.3,72.8,67
2023-01-09 17:00:00,Weekday,Winter,False,2.7,39.449294738713064,46.9,5.1,10.3,21.6,7
2023-01-09 18:00:00,Weekday,Winter,False,3.4,57.977166913013846,57.9,8.0,12.5,20.3,5
2023-01-09 19:00:00,Weekday,Winter,False,6.3,52.122001521075354,77.7,11.4,22.7,25.7,5
2023-01-09 20:00:00,Weekday,Winter,False,4.6,62.23969990131995,17.9,3.0,5.0,8.3,7
2023-01-09 21:00:00,Weekday,Winter,False,-0.1,40.90022755680601,72.9,13.4,15.6,34.9,5
2023-01-09 22:00:00,Weekday,Winter,False,5.1,45.55387876426487,59.9,8.8,17.2,25.4,5
2023-01-09 23:00:00,Weekday,Winter,False,9.2,42.17051148923667,60.9,8.4,15.4,21.1,6
2023-01-10 00:00:00,Weekday,Winter,False,8.1,55.669830202180364,76.9,8.9,20.5,38.3,4
2023-01-10 01:00:00,Weekday,Winter,False,5.1,57.91436898115345,53.6,8.0,12.1,21.1,3
2023-01-10 02:00:00,Weekday,Winter,False,6.2,58.13959661828036,8.4,1.1,2.1,4.0,6
2023-01-10 03:00:00,Weekday,Winter,False,13.6,52.4119490120883,84.6,12.3,20.7,34.3,3
2023-01-10 04:00:00,Weekday,Winter,False,4.2,49.82060869296078,35.6,6.1,7.6,12.6,5
2023-01-10 05:00:00,Weekday,Winter,False,6.0,62.04307525988857,32.0,6.1,8.7,14.6,3
2023-01-10 06:00:00,Weekday,Winter,False,6.0,39.38431244640803,74.2,14.4,16.5,34.0,5
2023-01-10 07:00:00,Weekday,Winter,False,2.3,37.703607576456605,66.4,7.7,14.1,30.1,5
2023-01-10 08:00:00,Weekday,Winter,False,7.6,58.46690854412776,58.6,6.2,14.6,28.8,4
2023-01-10 09:00:00,Weekday,Winter,True,1.2,33.5536626346002,179.2,19.3,43.4,63.3,46
2023-01-10 10:00:00,Weekday,Winter,True,2.0,67.97192826269074,198.7,39.0,42.9,60.1,40
2023-01-10 11:00:00,Weekday,Winter,True,3.9,50.817795023236144,226.9,37.3,58.6,112.0,46
2023-01-10 12:00:00,Weekday,Winter,True,2.3,70.85893442562337,161.4,26.2,35.9,55.0,52
2023-01-10 13:00:00,Weekday,Winter,True,5.1,42.53605595091817,225.6,44.7,56.5,104.6,42
2023-01-10 14:00:00,Weekday,Winter,True,2.5,44.889797916711025,208.8,21.6,43.6,65.5,58
2023-01-10 15:00:00,Weekday,Winter,True,6.6,55.08053043008978,183.4,21.4,51.1,87.1,58
2023-01-10 16:00:00,Weekday,Winter,True,4.9,35.32078732805533,244.0,28.4,63.0,121.7,38
2023-01-10 17:00:00,Weekday,Winter,False,5.3,44.35577730082028,25.0,3.1,6.8,9.8,2
2023-01-10 18:00:00,Weekday,Winter,False,4.0,42.72967703380074,31.1,3.1,6.8,14.4,4
2023-01-10 19:00:00,Weekday,Winter,False,7.2,42.42670047258704,33.4,5.9,6.9,11.1,4
2023-01-10 20:00:00,Weekday,Winter,False,-0.0,56.26912163665445,13.5,2.4,2.9,6.6,2
2023-01-10 21:00:00,Weekday,Winter,False,2.7,39.886718956307504,62.7,9.6,13.0,25.8,5
2023-01-10 22:00:00,Weekday,Winter,False,6.0,54.14012256984598,34.1,4.8,8.6,17.0,3
2023-01-10 23:00:00,Weekday,Winter,False,1.3,63.99600875841938,32.5,5.3,8.5,13.2,5
2023-01-11 00:00:00,Weekday,Winter,False,3.3,52.83011924524638,43.2,4.6,9.5,17.6,4
2023-01-11 01:00:00,Weekday,Winter,False,7.3,49.474541419909585,53.4,5.8,12.0,21.6,3
2023-01-11 02:00:00,Weekday,Winter,False,7.9,40.5958000294477,48.6,8.8,12.8,21.5,3
2023-01-11 03:00:00,Weekday,Winter,False,3.0,33.197680974743434,39.0,7.5,9.3,12.3,7
2023-01-11 04:00:00,Weekday,Winter,False,8.0,55.446727929427674,75.3,7.8,16.8,35.9,4
2023-01-11 05:00:00,Weekday,Winter,False,5.6,54.43273463350538,39.7,5.0,10.5,14.8,7
2023-01-11 06:00:00,Weekday,Winter,False,3.1,61.829582507334074,47.5,9.1,10.8,15.6,8
2023-01-11 07:00:00,Weekday,Winter,False,5.6,55.700558444024885,74.7,14.6,18.3,27.9,3
2023-01-11 08:00:00,Weekday,Winter,False,10.4,52.38992187869205,36.6,5.0,9.6,11.4,3
2023-01-11 09:00:00,Weekday,Winter,True,8.5,56.053819749327005,181.1,25.3,54.3,74.7,52
2023-01-11 10:00:00,Weekday,Winter,True,5.2,48.85920594652064,192.4,24.2,57.7,82.9,41
2023-01-11 11:00:00,Weekday,Winter,True,9.3,33.95800435538618,205.2,29.2,51.3,98.3,41
2023-01-11 12:00:00,Weekday,Winter,True,7.8,46.98072808057334,217.7,27.2,53.8,89.3,42
2023-01-11 13:00:00,Weekday,Winter,True,0.2,50.725097105762174,199.6,22.3,40.7,88.3,32
2023-01-11 14:00:00,Weekday,Winter,True,1.9,39.30017084687581,157.9,25.0,43.6,59.7,62
2023-01-11 15:00:00,Weekday,Winter,True,1.3,59.362565312046385,196.5,32.5,52.4,77.5,61
