Time,Use [kW],Dishwasher [kW],Furnace [kW],HVAC [kW],Fridge [kW],Outdoor Temp [°C],Humidity [%],Wind Speed [km/h],Day Type,Season,Cloud Cover [%]
01/01/2023 21:00,4.43195191,1.74997899,0.478731698,0,0.225818852,31.48,47.06,11.68,Weekend,Winter,0.22
01/01/2023 22:00,6.618942164,1.53324533,2.665654148,0,0.413289865,30.54,69.01,3.03,Weekend,Winter,0.5
01/01/2023 23:00,5.852853486,0.724357515,2.972171732,0,0.298799057,21.68,56.58,3.73,Weekend,Winter,0.01
01/02/2023 0:00,5.296954641,1.468249087,1.705746542,0,0.177397284,3.98,64.05,9.55,Weekday,Winter,0.6
01/02/2023 1:00,4.942239064,0.208151913,2.324030305,0,0.398964587,14.51,38.86,13.07,Weekday,Winter,0
01/02/2023 2:00,6.193695274,1.578666965,2.577115109,0,0.153012558,0.52,42.68,4.75,Weekday,Winter,0.64
01/02/2023 3:00,5.376438358,1.064661205,2.102946018,0,0.171261332,6.34,45.66,7.88,Weekday,Winter,0.48
01/02/2023 4:00,3.060486995,0.584580345,0.132468147,0,0.403502371,3.89,42.68,13.36,Weekday,Winter,0.11
01/02/2023 5:00,4.163345801,1.311554604,0.472902695,0,0.408057878,8.73,65.37,11.56,Weekday,Winter,0.09
01/02/2023 6:00,3.852349417,1.283239997,0.212967573,0,0.416312508,16.64,50.46,13.37,Weekday,Winter,0.01
01/02/2023 7:00,2.851169134,0.418972445,0.02963882,0,0.21733005,10.55,68.15,4.17,Weekday,Winter,0.55
01/02/2023 8:00,3.424069316,0.06079483,0.917989226,0,0.446634983,10.12,42.85,10.36,Weekday,Winter,0.81
01/02/2023 9:00,4.327609217,0.867245174,1.177067881,0,0.389067254,12.09,31.49,1.71,Weekday,Winter,0.86
01/02/2023 10:00,4.377954391,1.139023739,0.723089197,0,0.433586964,29.99,35.52,9.24,Weekday,Winter,0.57
01/02/2023 11:00,4.20838233,1.753210557,0.193813944,0,0.383442194,36.64,38.68,4.56,Weekday,Winter,0.89
01/02/2023 12:00,5.798747807,1.856433591,1.589589273,0,0.331838583,10.49,55.6,10.52,Weekday,Winter,0.86
01/02/2023 13:00,3.825359292,1.057610436,0.81995796,0,0.143757909,18.36,37.24,2.13,Weekday,Winter,0.7
01/02/2023 14:00,6.147274312,1.507606968,2.388111465,0,0.384374485,6.59,45.26,9.98,Weekday,Winter,0.36
01/02/2023 15:00,3.298634843,0.878606545,0.024157865,0,0.37618431,22.68,61.82,10.63,Weekday,Winter,0.83
01/02/2023 16:00,6.318588578,1.492164313,2.527581154,0,0.224996453,10.24,34.99,12.86,Weekday,Winter,0.39
01/02/2023 17:00,5.685328822,0.40960305,2.864261037,0,0.394327908,7.89,33.22,10.31,Weekday,Winter,0.4
01/02/2023 18:00,5.199151652,0.74212947,2.148405189,0,0.320181821,35.02,51.6,7.84,Weekday,Winter,0.68
01/02/2023 19:00,5.763040319,1.268455998,2.200932196,0,0.323762495,1.44,57.92,11.76,Weekday,Winter,0.93
01/02/2023 20:00,4.936192538,0.036315931,2.800686935,0,0.247041872,-9.53,66.44,4.27,Weekday,Winter,0.5
01/02/2023 21:00,4.146866072,1.444922621,0.627213856,0,0.146714017,22.35,56.48,10.16,Weekday,Winter,0.18
01/02/2023 22:00,6.795475213,1.671071003,2.983696705,0,0.186771383,11.32,67.85,10.87,Weekday,Winter,0.14
01/02/2023 23:00,5.631971816,0.798283322,2.32044361,0,0.407532661,8.54,39.78,5.89,Weekday,Winter,0.3
01/03/2023 0:00,5.318535408,0.895884834,2.179712125,0,0.20857662,42.32,43.67,14.83,Weekday,Winter,0.46
01/03/2023 1:00,4.710433368,1.702564424,1.083271737,0,0.100901222,22.3,63.57,5.34,Weekday,Winter,0.3
01/03/2023 2:00,5.719857092,1.551309271,1.637332456,0,0.498806968,14.41,62.44,1.27,Weekday,Winter,0.71
01/03/2023 3:00,4.683817008,0.576298978,1.961753365,0,0.184272894,7.92,56.6,4.55,Weekday,Winter,0.54
01/03/2023 4:00,4.803441857,0.647952213,1.861028584,0,0.36215326,19.46,50.24,1.49,Weekday,Winter,0.41
01/03/2023 5:00,6.004646811,1.357756465,2.114953915,0,0.470768802,-2.33,30.71,5.09,Weekday,Winter,0.21
01/03/2023 6:00,3.816526448,1.126396185,0.247145217,0,0.339885094,9.84,41.22,1.92,Weekday,Winter,0.61
01/03/2023 7:00,3.904144699,0.324459142,1.066945298,0,0.419612246,14.63,36.33,6.59,Weekday,Winter,0.67
01/03/2023 8:00,4.328486801,0.619859818,1.30200005,0,0.490548685,17.13,32.05,11.67,Weekday,Winter,0.78
01/03/2023 9:00,4.99507858,1.799966554,0.781887894,0,0.44414537,13.58,61.04,1.01,Weekday,Winter,0.99
01/03/2023 10:00,4.250518663,1.376348873,0.517881811,0,0.323161635,8.07,35.25,8.45,Weekday,Winter,0.23
01/03/2023 11:00,4.73176676,1.971948635,0.41678244,0,0.245481172,24.21,44.3,0.66,Weekday,Winter,0.02
01/03/2023 12:00,4.878243593,1.53402506,1.099150177,0,0.29298578,-1.52,69.1,13.27,Weekday,Winter,0.5
01/03/2023 13:00,5.782438536,1.883948864,1.480325102,0,0.436730467,12.22,46.37,13.82,Weekday,Winter,0.92
01/03/2023 14:00,2.952014815,0.432377148,0.18892932,0,0.441341844,9.82,35.66,7.39,Weekday,Winter,0.25
01/03/2023 15:00,6.70106534,1.54296975,2.839374284,0,0.438341969,25.12,57.59,11.54,Weekday,Winter,0.76
01/03/2023 16:00,4.756307352,0.04043504,2.295729969,0,0.338889761,10.41,62.4,8.89,Weekday,Winter,0.32
01/03/2023 17:00,5.960481733,1.341520043,2.19255532,0,0.290782367,19.38,41.17,5.11,Weekday,Winter,0.39
01/03/2023 18:00,3.674480341,0.938564556,0.518581575,0,0.224535222,18.33,62.37,3.68,Weekday,Winter,0.95
01/03/2023 19:00,4.70662008,0.693520144,1.811402304,0,0.101344342,-3.35,40.86,11.38,Weekday,Winter,0.46
01/03/2023 20:00,5.755941256,1.724808705,1.58917484,0,0.405794108,14.34,57.72,6.45,Weekday,Winter,0.73
01/03/2023 21:00,6.802229259,1.708535385,2.947406537,0,0.210799312,-2.43,34.99,13.8,Weekday,Winter,0.55
01/03/2023 22:00,4.555629439,0.04460341,2.24301531,0,0.231871158,18.51,47.11,14.64,Weekday,Winter,0.76
01/03/2023 23:00,5.537492043,1.219010245,1.727285651,0,0.43739249,7.7,50.82,3.16,Weekday,Winter,0.32
01/04/2023 0:00,5.405420307,0.735664449,2.552437999,0,0.120900463,26.87,59.01,8.42,Weekday,Winter,0.88
01/04/2023 1:00,3.924117314,0.831322003,0.465282813,0,0.471048133,13.19,56,8.05,Weekday,Winter,0.55
01/04/2023 2:00,3.548301326,1.664081478,0.045649589,0,0.100544769,7.3,64.13,13.02,Weekday,Winter,0.31
01/04/2023 3:00,5.24823744,0.619679543,2.0707,0,0.475667646,27,37.37,10.36,Weekday,Winter,0.04
01/04/2023 4:00,4.471640105,1.886097621,0.294934381,0,0.281903396,6.28,56.45,9.11,Weekday,Winter,0.01
01/04/2023 5:00,2.816516888,0.359267653,0.34630092,0,0.14084905,23.95,35.11,10.19,Weekday,Winter,0.35
01/04/2023 6:00,5.938327651,1.325444847,2.234042179,0,0.369664547,19.68,49.12,5.84,Weekday,Winter,0.22
01/04/2023 7:00,4.415400345,1.344210134,0.811604532,0,0.45834257,11.35,50.98,14.4,Weekday,Winter,0.05
01/04/2023 8:00,4.643545908,0.504390323,1.885893647,0,0.275229127,1.64,31.09,0.86,Weekday,Winter,0.55
01/04/2023 9:00,5.813976415,0.649501218,2.752220778,0,0.376543162,27.42,32.81,0.44,Weekday,Winter,0.99
01/04/2023 10:00,5.258555073,1.669596985,0.949423595,0,0.491745088,20,63.57,6.23,Weekday,Winter,0.42
01/04/2023 11:00,4.319496291,1.52361051,0.651432474,0,0.196280329,7.28,41.47,2.32,Weekday,Winter,0.55
01/04/2023 12:00,3.325210834,0.658191761,0.319688651,0,0.428179783,17.45,43.85,8.17,Weekday,Winter,0.22
01/04/2023 13:00,3.627219318,1.067913094,0.391387084,0,0.218094844,25.06,55.62,0.14,Weekday,Winter,0.2
01/04/2023 14:00,2.67210393,0.123360593,0.186668086,0,0.27053504,16.12,38.83,6.9,Weekday,Winter,0.33
01/04/2023 15:00,2.92600036,0.417491765,0.262927136,0,0.212706347,17.38,37.71,4.42,Weekday,Winter,0.84
01/04/2023 16:00,4.493083563,0.971641118,1.296013766,0,0.278404699,25.32,46.86,3.04,Weekday,Winter,0.96
01/04/2023 17:00,3.287904962,0.171947471,0.962595135,0,0.102035613,30.37,32.36,6.67,Weekday,Winter,0.74
01/04/2023 18:00,6.037430447,1.68666471,2.119682443,0,0.221375539,13.8,66.68,12.82,Weekday,Winter,0.02
01/04/2023 19:00,6.42171952,1.43601242,2.610724975,0,0.278117626,1.63,67.6,9.83,Weekday,Winter,0.44
01/04/2023 20:00,6.524277715,1.887267341,2.354319609,0,0.352896073,1.97,47.93,2.4,Weekday,Winter,0.42
01/04/2023 21:00,5.301023924,1.386933812,1.59191177,0,0.354944556,8.09,38.37,7.48,Weekday,Winter,0.94
01/04/2023 22:00,4.482432525,1.880802745,0.307326349,0,0.333514247,5.65,48.82,13.98,Weekday,Winter,0.75
01/04/2023 23:00,5.3091882,1.109025111,2.129301852,0,0.217212732,-1.82,34,6.59,Weekday,Winter,0.71
01/05/2023 0:00,4.79749715,1.200437222,1.088486174,0,0.478961726,33.48,45.91,7.06,Weekday,Winter,0.56
01/05/2023 1:00,4.493786748,1.953942109,0.256951182,0,0.256787929,20.28,32.95,14.12,Weekday,Winter,0.65
01/05/2023 2:00,5.998926438,1.284258294,2.527399222,0,0.186757576,9.76,58.25,2.04,Weekday,Winter,0.7
01/05/2023 3:00,3.374569152,0.061573138,1.014649552,0,0.321805176,14.67,41.03,11.03,Weekday,Winter,0.55
01/05/2023 4:00,4.360386445,1.447605553,0.654746498,0,0.399571468,-2.86,50.83,4.49,Weekday,Winter,0.84
01/05/2023 5:00,6.488122475,1.810937384,2.614356194,0,0.104893429,26.57,30.54,12.99,Weekday,Winter,0.04
01/05/2023 6:00,6.473828256,1.5911605,2.706401605,0,0.210537603,-4.5,50.99,0.82,Weekday,Winter,0.94
01/05/2023 7:00,4.534342471,1.167666545,1.016912512,0,0.429991141,20.1,30.13,14.86,Weekday,Winter,0.77
01/05/2023 8:00,4.69369115,1.342607026,1.064404258,0,0.302808437,-3.38,67.01,11.53,Weekday,Winter,0.53
01/05/2023 9:00,6.023069569,1.980383579,1.738885583,0,0.263395322,10.86,50.05,4.26,Weekday,Winter,0.86
01/05/2023 10:00,5.04262776,0.181324177,2.200324481,0,0.472360512,27.43,34,11.41,Weekday,Winter,0.83
01/05/2023 11:00,3.677209083,1.334489657,0.189447606,0,0.135814039,-1.34,43.64,13.84,Weekday,Winter,0.42
01/05/2023 12:00,4.71880948,0.566795389,1.780030972,0,0.34622808,13.51,31.84,1.69,Weekday,Winter,0.84
01/05/2023 13:00,6.368071873,1.280180793,2.858460185,0,0.236875486,21.28,51.24,13.7,Weekday,Winter,0.19
01/05/2023 14:00,3.937981081,1.215247152,0.786281692,0,0.128329359,19.64,34.89,5.4,Weekday,Winter,0.47
01/05/2023 15:00,5.216241722,0.306913664,2.726481642,0,0.185497803,15.7,48.92,0.1,Weekday,Winter,0.23
01/05/2023 16:00,5.62119462,0.413493291,2.850505022,0,0.351173285,19.96,42.22,1.69,Weekday,Winter,0.12
01/05/2023 17:00,4.408355064,1.243259156,0.807460923,0,0.111310774,8.89,60.46,13.27,Weekday,Winter,0.89
01/05/2023 18:00,4.836728922,0.256459895,2.262605598,0,0.336899526,34.33,49.29,14.74,Weekday,Winter,0.37
01/05/2023 19:00,3.759581678,0.53036175,0.716325025,0,0.482740168,-1.11,63.93,13.43,Weekday,Winter,0.68
01/05/2023 20:00,6.297891829,1.670491095,2.212833485,0,0.418038425,26.62,67.65,6.62,Weekday,Winter,0.38
01/05/2023 21:00,5.167813954,0.654183012,2.392259914,0,0.238238832,16.89,68.78,14.42,Weekday,Winter,0.54
01/05/2023 22:00,3.987302764,0.976120313,0.741617111,0,0.155283059,21.17,40.41,6.1,Weekday,Winter,0.35
01/05/2023 23:00,6.391108378,1.88228067,2.147608631,0,0.286025774,22.95,60.7,1.71,Weekday,Winter,0.74
01/06/2023 0:00,5.226895163,0.454298178,2.436313617,0,0.257180174,20.56,47.52,5.11,Weekday,Winter,0.79
01/06/2023 1:00,4.25274309,0.779252035,1.075736616,0,0.488693184,6.89,47.05,14.98,Weekday,Winter,0.43
01/06/2023 2:00,4.352250532,1.212915551,0.503108328,0,0.495947222,12.14,64.73,9.39,Weekday,Winter,0.86
01/06/2023 3:00,3.910620317,1.510677859,0.275893702,0,0.264233863,0.48,35.83,5.1,Weekday,Winter,0.36
01/06/2023 4:00,5.747651187,1.803306773,1.726145111,0,0.159513593,12.02,49.11,9.36,Weekday,Winter,0.76
01/06/2023 5:00,7.448529716,1.830945975,2.934294358,0,0.46424382,18.23,53.72,6.44,Weekday,Winter,0.65
01/06/2023 6:00,6.340494387,1.553280149,2.46885096,0,0.41741691,21.07,32.64,0.74,Weekday,Winter,0.46
01/06/2023 7:00,4.0120605,0.456661673,1.307518917,0,0.304509683,18.91,64.58,3.02,Weekday,Winter,0.89
01/06/2023 8:00,3.915588362,0.04961866,1.609862709,0,0.246141857,-2.55,42.57,0.29,Weekday,Winter,0.57
01/06/2023 9:00,3.835050283,0.767547861,0.838583656,0,0.279266331,9.38,56.27,3.82,Weekday,Winter,0.84
01/06/2023 10:00,3.077981431,0.283097702,0.489197602,0,0.46075247,8.38,67.12,11.09,Weekday,Winter,0.73
01/06/2023 11:00,5.047732446,1.420775295,1.446243475,0,0.173857379,1.9,58.79,2.9,Weekday,Winter,0.53
01/06/2023 12:00,5.029248909,1.322261174,1.390504699,0,0.422713408,6.64,65.44,7.92,Weekday,Winter,0.33
01/06/2023 13:00,3.808368638,0.087943283,1.565789858,0,0.107276253,15.01,32.78,10.52,Weekday,Winter,0.95
01/06/2023 14:00,6.907887689,1.673187558,2.858413757,0,0.468228797,29.14,49.71,8.23,Weekday,Winter,0.06
01/06/2023 15:00,4.764284785,0.497486533,1.8116859,0,0.300118912,5.47,52.59,0.23,Weekday,Winter,0.89
01/06/2023 16:00,4.794143462,0.864454151,1.81731551,0,0.190699131,3.71,57.56,5.45,Weekday,Winter,0.51
01/06/2023 17:00,3.788878209,1.335867471,0.384074289,0,0.101142601,9.01,34.67,6.62,Weekday,Winter,0.75
01/06/2023 18:00,6.253474481,0.858837574,2.989466599,0,0.323818587,18.37,56.27,5.14,Weekday,Winter,0.33
01/06/2023 19:00,5.275819155,0.882575606,2.318534833,0,0.197795148,27.24,35.84,8.19,Weekday,Winter,0.38
01/06/2023 20:00,5.138117751,0.131255991,2.631610032,0,0.352505734,14.13,32.7,7.7,Weekday,Winter,0.19
01/06/2023 21:00,4.388970322,0.802887099,1.242901235,0,0.212467713,0.54,48.77,2.81,Weekday,Winter,0.95
01/06/2023 22:00,5.010541362,1.529695786,1.506384287,0,0.135209612,2.67,54.02,11.28,Weekday,Winter,0.04
01/06/2023 23:00,5.71708814,1.830352674,1.566251427,0,0.302020652,16.88,68.32,2.42,Weekday,Winter,0.39
01/07/2023 0:00,3.761060466,0.826994274,0.582283618,0,0.325794295,24.95,57.95,6.88,Weekend,Winter,0.33
01/07/2023 1:00,5.27485742,0.847171654,2.068467469,0,0.28103601,33.16,53.66,11.34,Weekend,Winter,0.81
01/07/2023 2:00,6.273703534,1.405254213,2.708930171,0,0.283214222,3.18,38.58,10.46,Weekend,Winter,0.5
01/07/2023 3:00,4.580475846,1.885544002,0.491117454,0,0.335860051,16.4,36.08,6.48,Weekend,Winter,0.17
01/07/2023 4:00,3.155812261,0.53412188,0.25895482,0,0.310541404,4.7,54.29,11.83,Weekend,Winter,0.51
01/07/2023 5:00,5.277670613,0.880288413,2.214656717,0,0.153027016,6.01,38.92,10.71,Weekend,Winter,0.24
01/07/2023 6:00,4.615435526,1.591946487,0.819605495,0,0.178834259,5.17,58.26,5.77,Weekend,Winter,0.02
01/07/2023 7:00,5.282336001,1.219387139,1.871587625,0,0.156716417,11.66,34.58,13.43,Weekend,Winter,0.54
01/07/2023 8:00,4.617763463,0.221172688,2.087275014,0,0.377318233,6.18,43.59,2.13,Weekend,Winter,0.36
01/07/2023 9:00,4.555862496,1.255465471,0.965732291,0,0.311439365,39.79,60.92,5.38,Weekend,Winter,0.24
01/07/2023 10:00,5.120175658,0.373492569,2.445433792,0,0.271942049,10.4,63.24,10.47,Weekend,Winter,0.17
01/07/2023 11:00,5.018299271,1.020431868,1.649966946,0,0.419335598,24.88,43.81,13.09,Weekend,Winter,0.45
01/07/2023 12:00,6.082100074,1.058206535,2.606998224,0,0.230317864,8.4,38.27,4.84,Weekend,Winter,0.87
01/07/2023 13:00,6.416913339,1.752406724,2.289880658,0,0.327242665,37.33,68.33,8.42,Weekend,Winter,0.76
01/07/2023 14:00,5.541348135,0.924988548,2.605726896,0,0.129763041,18.39,60.44,0.18,Weekend,Winter,0
01/07/2023 15:00,3.082785985,0.558884844,0.060484146,0,0.397761634,23.37,62.28,5.56,Weekend,Winter,0.73
01/07/2023 16:00,3.47306029,0.461932696,0.730518782,0,0.378076978,9.09,38.91,4.96,Weekend,Winter,0.07
01/07/2023 17:00,4.518187887,1.748503753,0.270023821,0,0.420951852,24.76,46.98,12.64,Weekend,Winter,0.55
01/07/2023 18:00,4.237920702,0.342021709,1.326249052,0,0.453790383,18.35,32.73,1.11,Weekend,Winter,0.78
01/07/2023 19:00,5.842760562,0.851737122,2.669880365,0,0.403211307,11.21,34.38,0.93,Weekend,Winter,0.45
01/07/2023 20:00,4.311100586,0.37434623,1.402620787,0,0.437795956,4.2,38.84,6.64,Weekend,Winter,0.38
01/07/2023 21:00,6.375287146,1.54660808,2.549139134,0,0.23826184,12.62,42.13,6.11,Weekend,Winter,0.94
01/07/2023 22:00,4.249820955,0.94874528,0.981534714,0,0.237334945,11.77,69.89,2.42,Weekend,Winter,0.03
01/07/2023 23:00,4.388397226,0.702287381,1.018710218,0,0.477720328,23.69,46.88,3.95,Weekend,Winter,0.11
01/08/2023 0:00,5.850175475,0.722199281,2.686685191,0,0.465829815,12.68,57.92,14.61,Weekend,Winter,0.87
01/08/2023 1:00,5.225905173,1.704428413,1.27745144,0,0.319398936,-4.22,66.18,7.7,Weekend,Winter,0.89
01/08/2023 2:00,5.634516443,1.107547909,2.369296463,0,0.246623514,21.46,39.84,1.32,Weekend,Winter,0.37
01/08/2023 3:00,4.51048593,1.435735702,0.709930644,0,0.446400612,27.93,35.79,0.75,Weekend,Winter,0.54
01/08/2023 4:00,6.862133804,1.794077033,2.846402489,0,0.229364453,-1.66,39.73,0.63,Weekend,Winter,0.16
01/08/2023 5:00,5.722787322,1.803483352,1.72373474,0,0.161454033,33.05,65.3,5.84,Weekend,Winter,0.88
01/08/2023 6:00,5.318454964,0.657018109,2.277970706,0,0.35579707,28.97,56.63,12.98,Weekend,Winter,0.47
01/08/2023 7:00,4.373216674,1.904902526,0.268547099,0,0.117048724,8.69,48.05,12.49,Weekend,Winter,0.56
01/08/2023 8:00,3.780685393,0.049751764,1.477992677,0,0.251640762,3.83,62.81,5.52,Weekend,Winter,0.12
01/08/2023 9:00,6.025205549,0.753671122,2.703115493,0,0.423065526,25.53,39.47,11.62,Weekend,Winter,0.61
01/08/2023 10:00,6.614334397,1.791597715,2.631115887,0,0.218086478,1.3,39.57,11.28,Weekend,Winter,0.7
01/08/2023 11:00,3.43425874,0.54927376,0.140441872,0,0.472526192,8.32,52.69,7.24,Weekend,Winter,0.29
01/08/2023 12:00,4.002154909,0.546162901,0.911095407,0,0.482329867,1.85,61.6,6.07,Weekend,Winter,0.9
01/08/2023 13:00,4.275815354,0.60524457,1.329960019,0,0.42632652,15.06,40.38,2.71,Weekend,Winter,0.2
01/08/2023 14:00,4.129389291,1.22462677,0.516794443,0,0.495057328,29.65,38.4,4.18,Weekend,Winter,0.9
01/08/2023 15:00,5.42721337,0.876665551,2.189994933,0,0.312305645,18.75,48.96,5.08,Weekend,Winter,0.7
01/08/2023 16:00,4.312339202,1.453469673,0.553535987,0,0.327679821,25.18,35.37,12.19,Weekend,Winter,0.83
01/08/2023 17:00,5.335607144,1.789821285,1.039919083,0,0.434466726,11.48,59.91,8.29,Weekend,Winter,0.7
01/08/2023 18:00,5.682686525,1.34839875,1.989841911,0,0.297122102,15.97,53.09,3.01,Weekend,Winter,0.43
01/08/2023 19:00,4.110606585,0.40893344,1.446268034,0,0.262688003,2.74,50.5,1.44,Weekend,Winter,0.33
01/08/2023 20:00,6.342298985,1.865363805,2.215713116,0,0.345901436,14.03,64.89,7.45,Weekend,Winter,0.73
01/08/2023 21:00,5.624188532,0.528985747,2.883623704,0,0.363063804,7.54,59.3,9.99,Weekend,Winter,0.3
01/08/2023 22:00,3.005135487,0.299788591,0.349640063,0,0.400358329,13.4,35.97,12.28,Weekend,Winter,0.06
01/08/2023 23:00,4.761557865,0.179934558,2.128703149,0,0.367280279,12.71,46.82,11.96,Weekend,Winter,0.25
01/09/2023 0:00,4.237498041,1.126767481,0.691032467,0,0.398288718,11.86,42.85,12.36,Weekday,Winter,0.76
01/09/2023 1:00,3.716205098,0.227524925,1.243430182,0,0.369823868,36.08,62.08,6.72,Weekday,Winter,0.79
01/09/2023 2:00,2.685636134,0.277551768,0.098588177,0,0.292178095,32.68,58.76,12.98,Weekday,Winter,0.28
01/09/2023 3:00,3.20028868,0.600060961,0.407722147,0,0.153973834,29.16,48.88,6.67,Weekday,Winter,0.33
01/09/2023 4:00,3.848429434,0.563306019,0.959331867,0,0.414177292,32.95,62.95,2.52,Weekday,Winter,0.55
01/09/2023 5:00,4.362120608,1.208479021,1.025957416,0,0.112311661,29.19,46.4,5.96,Weekday,Winter,0.26
01/09/2023 6:00,6.835067117,1.633490559,2.698755649,0,0.497000037,14.78,62.14,5.1,Weekday,Winter,0.61
01/09/2023 7:00,6.065224406,1.522699312,2.225438728,0,0.431383396,13.75,31.28,5.88,Weekday,Winter,0.28
01/09/2023 8:00,5.845660793,0.524968909,2.916548905,0,0.368364243,17.35,35.38,9.88,Weekday,Winter,0.12
01/09/2023 9:00,4.830556688,0.490620996,1.797214531,0,0.486642709,12.89,60.24,9.85,Weekday,Winter,0.15
01/09/2023 10:00,5.110017493,1.93158306,0.725141196,0,0.344988113,4.6,34.58,3.37,Weekday,Winter,0.25
01/09/2023 11:00,3.22739093,0.016472483,0.98296509,0,0.122573152,17.97,57.35,4.74,Weekday,Winter,0.17
01/09/2023 12:00,4.904934769,1.759441066,0.95950777,0,0.32375287,-0.66,58.94,8.93,Weekday,Winter,0.97
01/09/2023 13:00,3.496039192,0.399457038,0.979482983,0,0.210881674,16.38,56.49,1.26,Weekday,Winter,0.66
01/09/2023 14:00,6.212755703,1.894568646,2.018892519,0,0.247791011,5.05,62.73,10.33,Weekday,Winter,0.18
01/09/2023 15:00,4.612251011,0.68461457,1.592423784,0,0.283834062,14.19,50.46,2.68,Weekday,Winter,0.42
01/09/2023 16:00,4.498321149,0.880703548,1.156272534,0,0.409840299,16.91,65.88,12.76,Weekday,Winter,0.27
01/09/2023 17:00,4.547955369,1.414241228,0.447269306,0,0.301171686,11.47,52.78,6.02,Weekday,Winter,0.68
01/09/2023 18:00,3.588716759,1.175338103,0.066417489,0,0.289872116,-1.41,50.31,3.31,Weekday,Winter,0.87
01/09/2023 19:00,3.626728111,0.635878659,0.656504033,0,0.220788855,3.12,50.38,10.02,Weekday,Winter,0.4
01/09/2023 20:00,3.841425117,1.107661832,0.322414212,0,0.315948897,19.58,66.48,8.31,Weekday,Winter,0.43
01/09/2023 21:00,6.082244328,1.461413769,2.356335093,0,0.199356342,9.43,39.75,2.58,Weekday,Winter,0.4
01/09/2023 22:00,2.595034367,0.084669892,0.337493873,0,0.204397526,20.61,57.8,12.41,Weekday,Winter,0.45
01/09/2023 23:00,4.673883755,0.022398611,2.172684712,0,0.40290351,15.1,39.7,6.8,Weekday,Winter,0.04
01/10/2023 0:00,4.232846332,0.916133878,1.156976069,0,0.237018906,13.02,33.69,2.28,Weekday,Winter,0.59
01/10/2023 1:00,2.580686413,0.263673236,0.220135169,0,0.120559869,18.48,68.15,11.94,Weekday,Winter,0.95
01/10/2023 2:00,5.955813291,1.328688583,2.438190148,0,0.237470914,8.25,35.19,2,Weekday,Winter,0.79
01/10/2023 3:00,4.53061292,0.428104912,1.738891711,0,0.355428883,19,57.45,14.52,Weekday,Winter,0.86
01/10/2023 4:00,4.230046844,0.865702214,0.707284539,0,0.425594235,10.8,46.98,6.63,Weekday,Winter,0.23
01/10/2023 5:00,5.37743355,0.395341874,2.684043523,0,0.484774673,40.36,63.48,10.92,Weekday,Winter,0.61
