Time,Use [kW],HVAC [kW],Machinery [kW],Lighting [kW],Computers and Electronics [kW],Refrigeration [kW],Compressor [kW],Outdoor Temp [°C],Humidity [%],Cloud Cover [%],Production Hours,Day Type,Season,Staff Count
01/03/2023 3:00,115.7454613,30.35332142,2.337509266,26.87362377,14.71876668,20.37413544,21.08810472,24.88097705,25.26637485,0.55484219,No,Weekday,Winter,13
01/03/2023 4:00,132.4273039,43.02527741,4.923012274,31.20906727,14.3529748,14.13663162,24.78034051,32.27745237,60.09083972,0.722233256,No,Weekday,Winter,18
01/03/2023 5:00,122.3982672,34.10970887,11.56733658,27.6760765,19.8485872,12.91606025,16.2804978,30.26723077,73.74872608,0.903976172,No,Weekday,Winter,11
01/03/2023 6:00,777.2785621,184.8030841,351.1708071,71.26804357,48.81555401,11.82264503,109.3984284,16.90549905,23.46729182,0.883918396,Yes,Weekday,Winter,96
01/03/2023 7:00,809.825352,174.252342,402.5923428,88.36041567,24.17338602,28.60293158,91.84393381,31.48434058,28.43920035,0.508740289,Yes,Weekday,Winter,167
01/03/2023 8:00,842.8695992,138.1149288,483.7049727,65.29939649,24.6580043,22.46899791,108.6232989,-6.017837408,62.9979162,0.643161451,Yes,Weekday,Winter,139
01/03/2023 9:00,743.2878788,151.7549868,316.8545718,87.47680927,39.14313439,16.04822793,132.0101486,-1.180771191,46.23689889,0.394237736,Yes,Weekday,Winter,67
01/03/2023 10:00,638.5210221,111.3583072,332.5551562,58.65268439,44.34710234,15.17232979,76.43544226,-7.964771999,44.21291725,0.468177763,Yes,Weekday,Winter,185
01/03/2023 11:00,663.611476,159.7061723,300.27263,83.09439598,24.53815332,29.68737168,66.31275275,4.639864884,28.21799807,0.906265793,Yes,Weekday,Winter,179
01/03/2023 12:00,946.1563284,183.2166962,511.1805226,53.65435453,34.51120487,20.37958706,143.2139631,7.490478036,50.40620244,0.930703993,Yes,Weekday,Winter,130
01/03/2023 13:00,883.7123663,89.68084068,583.7715985,88.16116266,25.68601473,11.33305984,85.07968985,2.21070643,27.59271867,0.895414058,Yes,Weekday,Winter,140
01/03/2023 14:00,622.0589336,63.52607354,314.087791,82.97282393,37.64939569,23.25613313,100.5667163,27.29318791,48.59722738,0.138370862,Yes,Weekday,Winter,62
01/03/2023 15:00,826.6828336,168.5987992,422.2081061,71.76119474,45.46976136,12.15319671,106.4917755,6.053899701,65.81691794,0.850084021,Yes,Weekday,Winter,112
01/03/2023 16:00,807.451756,186.4139353,410.9363843,89.94960443,20.94996839,14.64338429,84.55847929,2.642052936,35.49586147,0.948363731,Yes,Weekday,Winter,161
01/03/2023 17:00,980.118314,196.6660346,531.3991096,88.85556132,37.99826885,20.14016858,105.059171,14.42132374,48.84717009,0.361249695,Yes,Weekday,Winter,95
01/03/2023 18:00,717.7413242,94.85946473,420.187878,69.8141678,36.38236497,21.68494582,74.8125029,-3.658409876,79.52095816,0.518646289,Yes,Weekday,Winter,107
01/03/2023 19:00,663.1726049,91.67688876,315.2968621,74.45812189,45.0087333,15.03068745,121.7013114,26.09886413,61.1990254,0.779095256,Yes,Weekday,Winter,162
01/03/2023 20:00,876.1265107,183.5366469,535.7499075,51.39988714,21.96327507,20.5148921,62.96190198,-6.645221034,70.48140628,0.562078138,Yes,Weekday,Winter,112
01/03/2023 21:00,724.7046204,126.4785159,352.3611416,58.81848978,48.19268976,27.79038292,111.0634005,34.40991215,44.89085639,0.993483522,Yes,Weekday,Winter,90
01/03/2023 22:00,630.2817753,108.0807227,330.2128741,69.66873208,24.75989133,17.81703361,79.74252154,24.75101462,66.07165539,0.455713365,Yes,Weekday,Winter,99
01/03/2023 23:00,140.1453431,47.98868498,26.79400894,22.45879675,17.36244537,14.43489774,11.10650928,-1.057794331,22.43055038,0.713942711,No,Weekday,Winter,14
01/04/2023 0:00,120.3904489,27.95865546,25.09453864,36.75425924,9.264299052,13.15484233,8.163854132,-9.751504729,27.37467095,0.79259114,No,Weekday,Winter,5
01/04/2023 1:00,106.3806214,22.47057877,18.02830817,29.96114804,11.46643132,15.60850629,8.845648821,26.69576428,32.18423558,0.494100416,No,Weekday,Winter,11
01/04/2023 2:00,154.8879919,26.56614288,46.12207969,20.34044848,10.92169649,25.79489453,25.14272981,21.80858047,44.11711548,0.856983806,No,Weekday,Winter,9
01/04/2023 3:00,127.5819813,40.36153024,4.596665597,34.95635462,10.64726995,28.43067229,8.589488567,22.80532256,70.7446927,0.546154591,No,Weekday,Winter,19
01/04/2023 4:00,151.0271968,43.43345773,33.17596056,32.53017761,14.98623083,15.43053035,11.47083969,24.7071656,40.77596305,0.411650797,No,Weekday,Winter,14
01/04/2023 5:00,125.5056977,35.20736703,19.07648539,29.50847707,7.439604296,11.80403761,22.46972633,-6.667990672,59.27727161,0.107823674,No,Weekday,Winter,8
01/04/2023 6:00,686.378309,50.48155844,393.1433869,93.32864887,30.00729184,15.06372667,104.3536962,6.130957784,62.55885769,0.393413576,Yes,Weekday,Winter,112
01/04/2023 7:00,798.455855,149.2946028,433.8318279,78.87581565,43.00576266,24.9156749,68.53217106,-4.785892321,55.17094125,0.733936455,Yes,Weekday,Winter,132
01/04/2023 8:00,722.9643261,134.4799535,374.9298279,82.73159576,24.05546306,16.67612593,90.09135988,28.83965416,41.43451809,0.921286412,Yes,Weekday,Winter,92
01/04/2023 9:00,854.1090614,124.3096412,512.2891255,73.13383953,29.26289884,13.29732757,101.8162288,18.04841571,54.6232005,0.251679404,Yes,Weekday,Winter,144
01/04/2023 10:00,767.5503538,71.97880119,428.3284224,84.46557681,33.1908176,27.84708742,121.7396484,4.890411118,40.53593557,0.355235517,Yes,Weekday,Winter,140
01/04/2023 11:00,684.6423555,69.42292934,365.9259357,87.36715042,28.23849194,29.6308415,104.0570067,-7.139874237,25.03242431,0.153960994,Yes,Weekday,Winter,84
01/04/2023 12:00,710.2198145,53.96451428,422.2133199,65.61740792,37.13158445,10.1866071,121.1063808,3.994204477,79.56823869,0.690722894,Yes,Weekday,Winter,185
01/04/2023 13:00,890.7877133,155.7487826,543.8688112,67.38924727,44.3690255,19.29762001,60.11422675,4.633249491,27.63094722,0.96018843,Yes,Weekday,Winter,82
01/04/2023 14:00,845.1992888,85.73939751,574.9119178,90.09089987,24.20737034,10.93120612,59.31849718,22.83227803,24.34090303,0.64095222,Yes,Weekday,Winter,98
01/04/2023 15:00,942.2976814,144.0695946,547.0727074,67.04110111,37.05020115,25.55175787,121.5123193,18.69008621,72.71184495,0.61707653,Yes,Weekday,Winter,125
01/04/2023 16:00,822.7399213,102.3268293,509.7226905,56.27076261,49.02362362,25.57971004,79.81630522,29.92457342,38.11007965,0.553489931,Yes,Weekday,Winter,130
01/04/2023 17:00,832.9525526,115.166033,455.613553,82.7902991,49.84395517,25.50240125,104.0363111,11.24967163,59.01781844,0.088455741,Yes,Weekday,Winter,155
01/04/2023 18:00,946.4151827,129.8514572,586.6464391,51.84588215,28.76146237,11.39017835,137.9197635,-4.618258933,39.74034378,0.729503826,Yes,Weekday,Winter,158
01/04/2023 19:00,823.2724407,124.2903617,522.8980161,67.66876458,25.81143321,26.94564918,55.6582159,22.09601543,43.48725625,0.602049544,Yes,Weekday,Winter,172
01/04/2023 20:00,661.2559235,140.0761191,342.4210833,55.85303119,39.15872426,27.02215309,56.72481257,24.23532719,35.72677832,0.661476769,Yes,Weekday,Winter,64
01/04/2023 21:00,946.3479793,191.647053,467.9410969,75.96922505,35.1477025,26.33129392,149.311608,15.25747389,40.58264035,0.898811093,Yes,Weekday,Winter,166
01/04/2023 22:00,674.7574722,90.1786471,378.0776493,78.38339422,22.37030811,28.60112389,77.14634957,24.6935231,44.64202404,0.783960787,Yes,Weekday,Winter,112
01/04/2023 23:00,146.5430743,29.31016443,32.03111694,33.45723063,17.5417,24.60962837,9.593233894,12.22080184,63.22496415,0.780915252,No,Weekday,Winter,15
01/05/2023 0:00,116.5114639,37.38074694,17.90956076,21.58284792,14.07104765,10.52879766,15.03846297,13.52297732,50.69217165,0.927183769,No,Weekday,Winter,12
01/05/2023 1:00,102.4586239,28.80109584,14.70475619,27.10147341,10.49712454,18.5954301,2.758743832,9.239345826,76.61391303,0.989934951,No,Weekday,Winter,16
01/05/2023 2:00,138.6414862,49.72932121,18.79728634,38.9664264,16.41529944,13.36919719,1.363955636,-8.856139297,22.51282363,0.581282732,No,Weekday,Winter,18
01/05/2023 3:00,159.0413248,26.73068772,37.09607272,22.82644479,17.32762091,25.88321952,29.17727912,-5.144885785,50.18409936,0.108881616,No,Weekday,Winter,19
01/05/2023 4:00,142.4051729,36.18479574,38.24069592,20.6695866,15.42257272,18.69733581,13.19018616,-8.585686644,55.05348733,0.459129908,No,Weekday,Winter,19
01/05/2023 5:00,148.8194488,35.13498588,16.14509949,39.53734206,15.88525331,19.57762704,22.53914104,18.63846851,75.21181916,0.787601146,No,Weekday,Winter,14
01/05/2023 6:00,762.4344444,59.13211661,492.3934377,71.85750121,32.36566585,12.90681468,93.77890836,4.146019148,22.94951142,0.027725325,Yes,Weekday,Winter,179
01/05/2023 7:00,740.1606012,150.0905247,321.877031,69.11622206,35.43128692,29.26303625,134.3825002,12.8856811,54.4099751,0.056887438,Yes,Weekday,Winter,191
01/05/2023 8:00,769.5239665,79.50002167,487.8336542,91.13188735,30.86236013,18.64709181,61.54895137,30.84049133,71.21779571,0.067157782,Yes,Weekday,Winter,141
01/05/2023 9:00,1009.213765,173.1965459,593.0029581,62.56970057,25.82875926,16.81957095,137.7962299,1.218150312,34.51566369,0.731035758,Yes,Weekday,Winter,72
01/05/2023 10:00,649.2395329,69.72778175,313.0019363,82.19515297,36.56703141,14.58589977,133.1617308,8.467231537,72.57754091,0.501166629,Yes,Weekday,Winter,92
01/05/2023 11:00,755.5391715,156.3830946,457.2088818,53.93013905,20.01567153,10.40638098,57.59500352,23.99980123,21.14260456,0.368897944,Yes,Weekday,Winter,79
01/05/2023 12:00,688.3339007,77.62047198,312.4030758,87.25062581,49.42857514,25.56795577,136.0631962,0.295917447,63.94727775,0.105617045,Yes,Weekday,Winter,132
01/05/2023 13:00,781.8765677,149.1069397,412.2410081,57.30746527,24.58507083,17.25506405,121.3810197,-6.535904058,75.98679327,0.73224025,Yes,Weekday,Winter,130
01/05/2023 14:00,717.5026589,186.9540364,304.6017838,98.8896158,30.99071345,27.38562237,68.68088707,3.038815381,59.4318597,0.321019811,Yes,Weekday,Winter,55
01/05/2023 15:00,892.2946557,171.5909919,458.9478133,76.27290868,42.46263855,16.83337563,126.1869276,-2.745042074,46.34175464,0.26532407,Yes,Weekday,Winter,73
01/05/2023 16:00,822.5778875,95.21342451,544.73448,63.21429793,30.9436173,17.82938384,70.64268391,31.83639436,22.69286099,0.652319202,Yes,Weekday,Winter,72
01/05/2023 17:00,754.1943492,137.1357414,398.0689486,89.06775301,34.97532167,13.26025699,81.68632749,26.36541708,75.2068288,0.559010893,Yes,Weekday,Winter,153
01/05/2023 18:00,781.2863457,116.393933,407.6948814,72.7716633,39.58385608,17.34318306,127.4988289,18.50316904,48.21777336,0.362410642,Yes,Weekday,Winter,151
01/05/2023 19:00,688.3483342,181.7253157,331.1749306,62.57495685,29.63057238,16.05644302,67.18611566,29.21572656,21.73980466,0.641487471,Yes,Weekday,Winter,180
01/05/2023 20:00,808.0672606,113.2034314,469.0924053,92.92064942,31.78916549,25.4478316,75.61377729,26.16524346,61.38926428,0.27122152,Yes,Weekday,Winter,69
01/05/2023 21:00,909.8713609,118.6532311,513.2541327,80.16479943,45.64175088,17.79323299,134.3642139,-1.60434735,48.91023521,0.794830262,Yes,Weekday,Winter,182
01/05/2023 22:00,770.9556483,56.31022134,436.5502156,87.30946462,46.75085348,21.70568091,122.3292124,30.16515493,27.46071905,0.22931895,Yes,Weekday,Winter,143
01/05/2023 23:00,131.699531,21.15250351,35.34228785,27.43516131,15.12799505,22.73844788,9.903135401,14.27040089,32.85630856,0.158837695,No,Weekday,Winter,7
01/06/2023 0:00,137.8833573,48.78295209,18.08301961,25.89852293,14.01811948,14.42238849,16.6783547,26.33480698,23.86944083,0.782439409,No,Weekday,Winter,8
01/06/2023 1:00,141.463389,32.70051481,34.3568807,32.4500436,11.68549687,16.03883274,14.23162026,30.3241085,54.45761238,0.707892031,No,Weekday,Winter,11
01/06/2023 2:00,81.51006677,28.07917601,4.871758155,20.00360078,13.95078279,14.22727493,0.377474103,4.310156374,57.32176876,0.182638976,No,Weekday,Winter,19
01/06/2023 3:00,125.8217244,22.70045449,18.35596455,38.42647881,14.03500196,23.25304522,9.050779335,-5.047663396,50.3445379,0.116245753,No,Weekday,Winter,15
01/06/2023 4:00,143.474161,41.91370806,15.4982441,30.70905765,19.93373397,18.88127103,16.53814622,0.257082314,69.02612798,0.838399088,No,Weekday,Winter,14
01/06/2023 5:00,134.183703,23.14077448,14.57567727,28.05308423,15.3482202,28.78717134,24.27877543,9.219850488,71.66052928,0.776598482,No,Weekday,Winter,9
01/06/2023 6:00,838.3814862,152.9060548,492.0215773,63.39547618,48.40217965,16.43310254,65.22309568,26.81066447,56.9374638,0.327257374,Yes,Weekday,Winter,78
01/06/2023 7:00,1052.707196,192.7626883,590.6269336,65.12444343,25.74843262,29.61828946,148.826409,28.73287625,20.76538878,0.658197408,Yes,Weekday,Winter,177
01/06/2023 8:00,955.9006886,190.3344161,556.6148937,67.80366619,25.48611306,14.21081177,101.4507878,-9.687154126,61.71377934,0.124160187,Yes,Weekday,Winter,67
01/06/2023 9:00,810.1168155,77.79106405,482.0224955,54.3218718,49.72710977,25.68768176,120.5665927,12.98362862,45.07995302,0.507047659,Yes,Weekday,Winter,88
01/06/2023 10:00,805.1841808,83.7421311,454.7746566,74.08563769,26.26158491,29.76383119,136.5563393,8.783495142,53.93344899,0.018730292,Yes,Weekday,Winter,79
01/06/2023 11:00,604.7134768,66.71826782,313.8554134,75.12449976,43.03200954,29.23469129,76.74859492,-0.005148529,58.94483612,0.391601881,Yes,Weekday,Winter,140
01/06/2023 12:00,740.6315982,146.4619986,350.4498071,81.59383755,49.15847113,27.28399839,85.68348546,-4.60605847,41.01419686,0.074842821,Yes,Weekday,Winter,85
01/06/2023 13:00,906.1646331,173.8843523,467.4354534,54.86830204,48.63452446,27.200916,134.1410849,5.192682713,75.02591031,0.47514718,Yes,Weekday,Winter,166
01/06/2023 14:00,632.3360331,54.06027765,362.7526252,94.08532705,21.77300413,14.53976607,85.12503304,32.43093668,28.038492,0.421681647,Yes,Weekday,Winter,119
01/06/2023 15:00,853.9375806,168.6590391,390.0081425,90.73477322,37.03766536,25.60889543,141.889065,4.544131941,60.29070844,0.444385027,Yes,Weekday,Winter,63
01/06/2023 16:00,953.5720761,107.8834466,594.5760539,94.98539745,25.84432099,20.10244345,110.1804138,13.34557798,20.2615748,0.045331302,Yes,Weekday,Winter,86
01/06/2023 17:00,910.3166576,188.1257919,478.2690075,67.66476583,21.25740771,18.26973106,136.7299535,21.63585315,75.47906632,0.361616341,Yes,Weekday,Winter,134
01/06/2023 18:00,819.3258547,106.9155349,464.3017681,99.73643846,26.26444693,12.60996767,109.4976986,6.363332107,26.75024799,0.756483849,Yes,Weekday,Winter,135
01/06/2023 19:00,863.5958296,133.7887596,506.2807532,82.99734958,36.53438578,16.21516291,87.77941849,33.73019372,25.69305381,0.368914373,Yes,Weekday,Winter,158
01/06/2023 20:00,1011.069575,186.8365206,565.9226079,96.38471999,26.65321573,24.35006076,110.92245,33.31012827,39.98045798,0.715171953,Yes,Weekday,Winter,53
01/06/2023 21:00,929.2091497,175.1137694,538.6097175,60.56788054,25.51565829,24.35463443,105.0474895,1.330203312,42.41397716,0.369478724,Yes,Weekday,Winter,192
01/06/2023 22:00,982.8829594,174.3432064,561.8382514,64.37046942,23.1246157,14.65646508,144.5499514,12.37618277,32.85800434,0.423239441,Yes,Weekday,Winter,166
01/06/2023 23:00,149.129608,40.06087788,29.49135344,31.51056597,6.65484314,17.04122339,24.37074416,3.539523942,55.10729966,0.563892113,No,Weekday,Winter,12
01/07/2023 0:00,153.1799345,34.22394175,39.0981825,26.76283418,11.80549689,22.56708036,18.72239886,2.817822247,46.57484588,0.950681937,No,Weekend,Winter,10
01/07/2023 1:00,134.8822589,47.90458318,9.241481183,33.9001978,19.47041724,12.39011984,11.97545971,-8.340087369,22.05053534,0.108860447,No,Weekend,Winter,13
01/07/2023 2:00,139.3543389,39.37398813,6.752226407,24.15522436,18.91296561,28.44341966,21.71651475,17.43039503,39.17912374,0.032913769,No,Weekend,Winter,14
01/07/2023 3:00,141.8897401,24.26614832,24.3351738,36.68879256,19.31809588,12.58681264,24.69471684,12.62055605,68.62597481,0.607957184,No,Weekend,Winter,5
01/07/2023 4:00,115.1906817,24.96490411,18.43597578,21.00425377,14.59792705,18.99726471,17.19035631,-7.683456194,61.38209209,0.949097089,No,Weekend,Winter,18
01/07/2023 5:00,116.4182716,20.71288269,25.62342068,27.54100986,8.920737551,22.69216233,10.92805845,2.539090891,63.49225121,0.989723133,No,Weekend,Winter,19
01/07/2023 6:00,132.6788858,39.83725133,14.03451384,27.92608212,13.86409811,10.41861298,26.59832744,30.87196487,61.88701545,0.484164247,No,Weekend,Winter,5
01/07/2023 7:00,165.375407,38.6401793,36.99308907,34.7931937,12.23365118,19.08593822,23.62935553,0.78028508,38.65838128,0.468081621,No,Weekend,Winter,18
01/07/2023 8:00,143.3734625,32.28520803,35.49992303,25.13200447,9.873078216,27.93355298,12.6496958,-3.479730756,25.97983532,0.644963771,No,Weekend,Winter,16
01/07/2023 9:00,108.38651,25.75498567,21.28277176,23.68333161,7.656078585,12.18153903,17.82780331,12.02537421,36.34803104,0.555634757,No,Weekend,Winter,12
01/07/2023 10:00,131.9202681,39.75105196,19.61580112,34.09331775,16.3884232,10.64588072,11.42579335,34.35427043,69.90711801,0.634088058,No,Weekend,Winter,14
01/07/2023 11:00,136.2978868,27.55170435,25.15989686,26.03965222,12.59363307,15.55262898,29.40037127,0.892487218,78.82824787,0.873999426,No,Weekend,Winter,19
01/07/2023 12:00,144.849514,34.80605829,36.83419944,24.44929652,18.64305969,13.36455278,16.75234729,20.24609963,49.63082088,0.746306169,No,Weekend,Winter,7
01/07/2023 13:00,152.9513242,24.50671778,45.3095123,23.5166534,10.91424071,24.24155024,24.4626498,24.27288269,20.5820213,0.496877392,No,Weekend,Winter,19
01/07/2023 14:00,102.1493358,33.03209128,7.304086672,28.40745618,9.242105238,23.99883791,0.164758495,0.69368948,28.40268873,0.461864459,No,Weekend,Winter,12
01/07/2023 15:00,130.6636465,39.79171816,17.77053319,22.92195169,19.45808908,10.27972724,20.44162712,22.76973569,39.32483452,0.639601749,No,Weekend,Winter,10
01/07/2023 16:00,172.4172581,39.82807569,47.81084792,37.28452718,8.434572318,28.27131593,10.78791903,6.550240972,54.71512092,0.455706284,No,Weekend,Winter,8
01/07/2023 17:00,81.48021453,26.39434965,3.938178699,22.13375525,5.231082404,18.42329958,5.359548953,18.45376238,24.50561875,0.457779351,No,Weekend,Winter,8
