Time,Use [kW],HVAC [kW],Cloud Cover [%],Day Type,Outdoor Temp [°C],Season,Humidity [%],Staff Count,Water Heating [kW],Patient Load,Refrigeration [kW],Medical Equipment [kW],Lighting [kW]
01/04/2023 3:00,197.6709553,95.78569065,0.770911377,Weekday,13.04460044,Winter,46.17526006,51,17.7338512,145,10.37353353,42.74256187,31.03531804
01/04/2023 4:00,199.4411252,93.04157697,0.297121716,Weekday,8.825777582,Winter,58.76183621,83,16.64265522,198,9.900382736,48.81676577,31.03974445
01/04/2023 5:00,209.3729122,98.29691992,0.955236313,Weekday,11.23936022,Winter,63.85631397,58,18.99544318,197,10.35969084,52.42520426,29.29565403
01/04/2023 6:00,204.5975228,92.2980932,0.799415879,Weekday,7.556339439,Winter,62.76409271,79,25.83761385,143,10.43501581,44.05535452,31.97144543
01/04/2023 7:00,226.4692847,104.3307423,0.724103329,Weekday,12.05548544,Winter,60.36143382,55,18.85255095,179,10.28987483,60.2864263,32.70969034
01/04/2023 8:00,206.4851377,93.30250467,0.731023671,Weekday,6.767270328,Winter,34.82090315,57,22.65955224,147,9.069099635,49.19584226,32.25813888
01/04/2023 9:00,197.9776695,96.10516672,0.076953202,Weekday,7.86192423,Winter,34.82267543,92,18.68080683,136,9.626256712,41.05392698,32.51151225
01/04/2023 10:00,213.0850353,89.07219813,0.615863188,Weekday,12.73593315,Winter,65.43910993,84,24.22804232,165,8.9654231,60.65480375,30.16456798
01/04/2023 11:00,202.7533646,106.5669224,0.737582302,Weekday,9.781239032,Winter,46.85428009,98,16.84726413,193,7.987768214,41.95213083,29.39927902
01/04/2023 12:00,191.6034811,87.56302084,0.218253888,Weekday,6.804887472,Winter,57.18589131,86,18.00830926,136,14.61944551,41.74415157,29.66855389
01/04/2023 13:00,223.0406595,107.8055428,0.230669812,Weekday,13.0064499,Winter,50.50754044,75,21.71444209,197,7.501649877,55.08189777,30.93712699
01/04/2023 14:00,216.5740651,92.48687696,0.491186341,Weekday,7.274229665,Winter,50.60991697,73,22.05075724,116,12.75654957,59.454099,29.82578231
01/04/2023 15:00,207.3538072,98.42839392,0.272959375,Weekday,10.40612791,Winter,45.64679064,58,20.68893553,128,10.25030939,48.12421336,29.86195497
01/04/2023 16:00,212.8274469,89.54503935,0.10946886,Weekday,10.7634284,Winter,68.4848789,54,22.58839096,127,10.30273895,60.3047342,30.08654339
01/04/2023 17:00,204.5056951,102.2898664,0.868160804,Weekday,11.49107091,Winter,50.85041249,82,17.77245695,191,7.662207469,47.31363942,29.46752494
01/04/2023 18:00,205.8716236,95.97184404,0.961315288,Weekday,8.815705172,Winter,65.26548531,72,22.58678907,130,8.37844816,48.47528645,30.45925586
01/04/2023 19:00,199.9558006,86.83727007,0.376695362,Weekday,11.97731346,Winter,34.63375427,73,19.2909415,163,12.37277482,51.89720884,29.55760534
01/04/2023 20:00,210.0993249,100.0838514,0.770854109,Weekday,12.21309451,Winter,36.95013901,76,25.54041812,167,9.532018666,43.96219761,30.98083914
01/04/2023 21:00,210.8567705,107.0540229,0.594395859,Weekday,9.499147897,Winter,55.90294574,56,16.32519485,175,9.774016436,45.43032676,32.27320954
01/04/2023 22:00,216.3857537,98.92956858,0.298374431,Weekday,10.85014862,Winter,63.03683063,51,20.72992299,131,10.86168049,57.31145529,28.55312637
01/04/2023 23:00,219.1624686,101.4460474,0.32074274,Weekday,9.984867379,Winter,42.47807962,64,22.06958975,137,10.80553658,56.40189824,28.43939669
01/05/2023 0:00,180.1685651,91.47123657,0.09116449,Weekday,8.396557226,Winter,38.14804997,64,19.22956907,107,11.02767039,25.18705013,33.25303894
01/05/2023 1:00,216.3874422,102.2051942,0.558412673,Weekday,14.10428947,Winter,39.90159822,71,22.98725671,147,8.730789929,55.64701063,26.81719071
01/05/2023 2:00,203.4082911,89.65920155,0.600020548,Weekday,10.48199422,Winter,49.19755339,60,19.85686593,131,8.066047714,54.25457562,31.57160032
01/05/2023 3:00,199.3353539,91.50817655,0.702464971,Weekday,10.8208589,Winter,54.72622937,89,19.74158466,173,9.461627737,50.37660233,28.24736266
01/05/2023 4:00,214.6103342,94.38683611,0.800586699,Weekday,11.21888454,Winter,57.57859877,91,18.05918967,197,10.11926074,59.24633683,32.79871087
01/05/2023 5:00,217.0623089,93.77585901,0.814825114,Weekday,12.61845041,Winter,43.5780077,60,23.95183468,106,9.604093747,59.50145471,30.22906673
01/05/2023 6:00,205.1482828,92.22274698,0.247103234,Weekday,10.08902074,Winter,32.41408336,74,18.27889999,112,11.04567098,54.24165946,29.35930538
01/05/2023 7:00,194.9737182,97.98161835,0.996333916,Weekday,14.28315031,Winter,39.13818965,52,15.76411707,158,9.175373763,42.40381159,29.6487974
01/05/2023 8:00,231.3039155,90.52626252,0.735350299,Weekday,13.09056955,Winter,55.15059273,73,20.22984832,119,9.18108951,79.46212827,31.90458692
01/05/2023 9:00,184.5919292,97.89651379,0.992133316,Weekday,13.4619511,Winter,56.20037355,61,21.867669,157,9.020921113,27.15180428,28.65502105
01/05/2023 10:00,199.4616011,99.97822241,0.512615205,Weekday,14.14795918,Winter,44.91394549,54,17.45742952,136,9.600120303,42.64048081,29.78534801
01/05/2023 11:00,218.4168177,94.07762439,0.312148057,Weekday,9.4565888,Winter,56.08492982,51,18.34211602,127,7.187430743,65.3761156,33.43353096
01/05/2023 12:00,183.9742395,86.7111362,0.669390401,Weekday,6.99071446,Winter,47.95110295,54,21.56199326,100,8.323225018,36.08003663,31.29784842
01/05/2023 13:00,220.7545214,100.4125046,0.844170449,Weekday,12.52222199,Winter,48.98523503,77,20.13273156,143,8.967102117,60.89436709,30.34781608
01/05/2023 14:00,209.1693095,96.34624486,0.088555584,Weekday,8.353380683,Winter,37.2004175,98,12.63462492,132,9.038107745,57.71881995,33.43151202
01/05/2023 15:00,208.5758177,96.21714541,0.342653488,Weekday,7.739134987,Winter,50.86920187,69,17.56978075,137,11.19998842,55.05427147,28.53463162
01/05/2023 16:00,208.1114303,94.46602827,0.830877191,Weekday,10.62237565,Winter,39.76589162,89,20.42310997,146,11.23605742,52.79030425,29.19593038
01/05/2023 17:00,210.1214249,100.9173192,0.604953923,Weekday,7.126183258,Winter,36.37149781,58,19.01988802,162,8.791322861,52.06190982,29.33098499
01/05/2023 18:00,212.8364987,96.0390696,0.877891159,Weekday,10.60501986,Winter,66.05502598,68,15.99558849,122,11.9591859,59.48176825,29.36088648
01/05/2023 19:00,226.1084906,103.341786,0.548499722,Weekday,13.17122503,Winter,45.21678817,98,19.30280268,132,10.08337807,67.68298308,25.69754076
01/05/2023 20:00,206.6182959,104.6021482,0.95147856,Weekday,10.83362872,Winter,51.6945466,55,18.40068823,165,5.16709647,51.70970972,26.73865327
01/05/2023 21:00,225.515526,107.0039019,0.430862092,Weekday,11.1868976,Winter,62.89573675,96,15.77146605,179,9.806228341,65.30732393,27.62660576
01/05/2023 22:00,217.6544633,104.4352374,0.929605877,Weekday,11.75145781,Winter,56.80384138,84,24.67603973,127,8.566267559,51.63477479,28.34214384
01/05/2023 23:00,196.4963135,93.3158273,0.799781095,Weekday,8.710785275,Winter,64.37663173,56,19.54897423,130,8.354757169,43.37887483,31.89787998
01/06/2023 0:00,208.5269034,92.34235684,0.637985206,Weekday,8.981583551,Winter,30.10336059,71,21.43266115,120,7.881215739,54.22013161,32.6505381
01/06/2023 1:00,222.8584357,99.84831229,0.302060502,Weekday,11.61860423,Winter,40.22579991,68,22.04301872,123,11.17335642,58.9226366,30.8711117
01/06/2023 2:00,185.2672432,89.06971449,0.472891966,Weekday,10.09082718,Winter,64.77038499,66,18.07100533,120,8.599302385,40.62220166,28.90501929
01/06/2023 3:00,221.3267039,91.41786668,0.274540254,Weekday,9.890929513,Winter,35.67097574,70,18.76242604,106,13.41709274,68.96494383,28.76437464
01/06/2023 4:00,221.8048918,99.52034009,0.905524792,Weekday,11.76504128,Winter,43.48908531,89,16.24062564,135,6.625501153,67.15701834,32.26140662
01/06/2023 5:00,187.730119,92.02533747,0.069931606,Weekday,13.46222002,Winter,56.78410465,70,22.19892554,131,7.809433096,34.43384029,31.26258257
01/06/2023 6:00,194.4389266,95.95668998,0.995480491,Weekday,10.69809542,Winter,44.51777087,79,22.08321896,186,12.62242046,32.03971014,31.73688702
01/06/2023 7:00,190.3967627,89.19953019,0.300853108,Weekday,13.48340139,Winter,30.04946719,69,22.36794684,107,8.493403551,45.0070276,25.32885455
01/06/2023 8:00,192.4815203,94.06840462,0.608486413,Weekday,12.61171326,Winter,64.58744768,87,15.38645802,175,7.686500659,45.92176914,29.41838784
01/06/2023 9:00,216.5355752,98.29581952,0.942387019,Weekday,13.6052663,Winter,41.18814154,55,19.70333104,181,10.16365872,58.38490774,29.98785818
01/06/2023 10:00,204.7685566,98.80848903,0.304679139,Weekday,11.51990474,Winter,61.60121745,64,23.93920555,172,7.926848167,46.46983943,27.62417438
01/06/2023 11:00,206.7316093,92.28789461,0.922757191,Weekday,10.53482705,Winter,64.48057929,50,16.0644913,113,10.02070524,55.57810306,32.7804151
01/06/2023 12:00,201.7761366,95.76514349,0.135166289,Weekday,9.766095704,Winter,31.03247628,94,18.06041144,167,6.395182185,50.53988418,31.01551534
01/06/2023 13:00,215.7000432,91.93359053,0.619587955,Weekday,11.55171894,Winter,38.6415273,72,18.98874209,159,10.29733491,64.90726137,29.57311426
01/06/2023 14:00,212.708507,88.78765157,0.062291798,Weekday,9.758314781,Winter,57.68645367,53,26.86604621,103,10.99905397,59.12435249,26.93140275
01/06/2023 15:00,213.7951766,104.0468472,0.367759351,Weekday,10.72810515,Winter,37.78490047,71,12.22687312,191,8.846979199,57.5915516,31.08292546
01/06/2023 16:00,210.3227774,100.35902,0.215201872,Weekday,9.892631211,Winter,51.41240526,75,26.18167585,184,6.079683983,49.69061003,28.01178753
01/06/2023 17:00,215.4731073,99.59955744,0.737357077,Weekday,8.599000198,Winter,42.98703708,90,19.65002837,198,10.9891915,53.21052333,32.02380662
01/06/2023 18:00,214.4875712,100.4332641,0.076416859,Weekday,11.91521103,Winter,62.35533847,59,21.52600475,196,11.17639987,51.52717899,29.82472348
01/06/2023 19:00,204.9667577,93.02136374,0.450619657,Weekday,7.966276281,Winter,65.57563665,68,21.72610888,144,12.18613717,49.24182604,28.79132186
01/06/2023 20:00,189.1648523,96.02883746,0.991588409,Weekday,6.117315595,Winter,48.47787747,64,20.56524802,151,12.51039697,32.21369167,27.84667813
01/06/2023 21:00,188.4157943,88.16010061,0.782484925,Weekday,11.04467863,Winter,65.95603296,58,17.22313745,124,10.56235912,44.97537513,27.49482198
01/06/2023 22:00,208.6733529,91.2929597,0.798714192,Weekday,9.818404163,Winter,68.7395511,76,21.52350727,111,13.05693685,52.68592279,30.11402625
01/06/2023 23:00,176.8516401,88.20395166,0.224615612,Weekday,10.25521465,Winter,67.12334561,89,20.44309798,124,11.15888515,30.52116487,26.52454049
01/07/2023 0:00,204.0933952,87.27718464,0.285906789,Weekend,11.56430702,Winter,55.83243251,49,24.82203673,81,9.502617748,52.8257995,29.66575657
01/07/2023 1:00,207.3788037,95.06736929,0.545026919,Weekend,12.46912847,Winter,37.09715078,44,21.73373154,92,11.62537885,49.1410675,29.8112565
01/07/2023 2:00,212.034297,88.8180681,0.59034769,Weekend,12.13225277,Winter,51.68948822,41,22.70068598,52,10.65730432,56.23548857,33.62275006
01/07/2023 3:00,186.5833198,84.90188257,0.726461715,Weekend,10.64242986,Winter,39.86715458,23,21.76573521,50,8.8389531,41.49479546,29.58195349
01/07/2023 4:00,207.5965238,90.72301334,0.783791784,Weekend,8.751599813,Winter,44.21538275,41,22.39340802,85,11.65398878,52.36424676,30.46186688
01/07/2023 5:00,212.3324111,95.7099856,0.124714057,Weekend,10.93124212,Winter,50.08200854,48,18.92684845,96,9.083726026,56.19037198,32.42147908
01/07/2023 6:00,196.5462376,83.54086923,0.402327125,Weekend,10.35540321,Winter,45.50694379,23,19.04953472,56,9.560519393,50.81100244,33.58431182
01/07/2023 7:00,201.6600469,85.10570165,0.022932811,Weekend,16.16818109,Winter,54.08582576,36,22.5449885,68,12.1351986,53.85884383,28.01531432
01/07/2023 8:00,196.1352196,96.33278731,0.122376757,Weekend,11.30649201,Winter,44.93850385,42,22.64664735,98,11.54619988,36.88627275,28.72331228
01/07/2023 9:00,222.2700313,100.9543264,0.685911271,Weekend,11.0167877,Winter,37.13009868,33,20.14602451,96,10.71233375,58.75715862,31.70018798
01/07/2023 10:00,201.5808678,95.16969209,0.929616923,Weekend,14.51734166,Winter,57.9068251,29,13.32916391,68,8.617365258,55.28748846,29.17715805
01/07/2023 11:00,200.1523919,90.45985867,0.049842028,Weekend,11.45612218,Winter,55.24682584,37,18.96174675,88,9.071359311,51.4596161,30.19981109
01/07/2023 12:00,177.6161887,87.0084157,0.044594908,Weekend,10.5053506,Winter,41.30982758,47,14.1904438,71,7.861498812,40.46395387,28.0918765
01/07/2023 13:00,184.7684885,88.35374558,0.61969944,Weekend,11.49119811,Winter,31.86002346,44,20.33286829,92,9.662406427,39.04698385,27.37248437
01/07/2023 14:00,212.6215243,88.19043577,0.393447847,Weekend,9.017147864,Winter,65.28542457,31,19.98590179,75,10.81669033,62.54356869,31.08492772
01/07/2023 15:00,204.6147256,80.77982882,0.947035988,Weekend,10.02880369,Winter,42.34794973,44,18.22856579,61,10.52778886,66.29323337,28.7853088
01/07/2023 16:00,198.6342887,82.81685572,0.791699988,Weekend,10.1594192,Winter,51.70183214,36,23.45087159,98,9.526715629,55.5155927,27.32425302
01/07/2023 17:00,190.0383872,88.09152162,0.460162264,Weekend,10.74166298,Winter,64.47947634,41,17.55510805,88,9.395066324,43.1077093,31.88898194
01/07/2023 18:00,184.3988831,85.11733325,0.544847759,Weekend,6.877099867,Winter,64.885428,33,17.93448948,53,9.005002683,41.62680921,30.71524852
01/07/2023 19:00,189.0421288,93.14022078,0.09415191,Weekend,11.87783054,Winter,52.10054459,27,23.62299635,52,8.963194201,34.8386418,28.47707567
01/07/2023 20:00,181.5238122,81.314074,0.186723296,Weekend,10.88910305,Winter,37.82437092,43,16.6282956,57,8.113233901,42.9269466,32.54126212
01/07/2023 21:00,215.366247,89.8842844,0.557820192,Weekend,11.24070341,Winter,47.90411761,26,20.54842073,51,15.08733579,62.97754985,26.86865625
01/07/2023 22:00,212.9348004,92.33843375,0.798593272,Weekend,12.70696456,Winter,42.52647979,41,20.90936888,95,9.981826851,61.42385144,28.28131943
01/07/2023 23:00,179.6793438,83.03815108,0.029364159,Weekend,11.92313958,Winter,33.72121946,21,19.29375313,69,10.96754548,37.42788725,28.95200685
01/08/2023 0:00,203.610013,91.51589299,0.819255105,Weekend,8.646881544,Winter,40.17287925,47,24.92313989,61,8.80326438,51.61563013,26.75208558
01/08/2023 1:00,195.1271787,80.5303631,0.577249731,Weekend,12.19747318,Winter,47.42021818,24,20.89192894,66,9.021810428,53.82441418,30.85866204
01/08/2023 2:00,215.3272437,89.71909209,0.991742617,Weekend,9.45648935,Winter,56.21129639,22,17.96676509,72,7.999337351,69.38928999,30.25275916
01/08/2023 3:00,207.7125967,89.29790891,0.766064777,Weekend,12.33057027,Winter,64.84817929,47,21.95114537,84,10.54539559,58.34232666,27.57582022
01/08/2023 4:00,186.2745145,77.01504396,0.54664822,Weekend,7.892997463,Winter,64.58254438,38,20.57149904,84,10.66396066,49.09466718,28.92934363
01/08/2023 5:00,192.2713688,85.60226661,0.804906777,Weekend,12.32896617,Winter,60.15847614,32,18.84056985,69,11.31876117,44.73244567,31.77732551
01/08/2023 6:00,201.9472776,87.85932373,0.012404036,Weekend,9.481346925,Winter,39.67575313,33,17.40814634,74,12.10022119,57.79234034,26.78724599
01/08/2023 7:00,203.1971362,90.99567857,0.892302498,Weekend,12.1593805,Winter,53.7288628,48,18.51242477,65,6.747977816,57.95071617,28.99033887
01/08/2023 8:00,193.011204,89.7304532,0.488374629,Weekend,8.850887841,Winter,38.80901206,48,18.5942512,58,8.026722031,48.90062285,27.75915468
